date;region;infected;recovered;death;deathDaily;infectedDaily;recoveredDaily
19.05.2020;Санкт-Петербург;11340;2272;95;5;453;63
19.05.2020;Саратовская обл.;1980;438;11;3;109;17
19.05.2020;Саха (Якутия);914;355;4;0;45;35
19.05.2020;Сахалинская обл.;56;29;0;0;6;0
19.05.2020;Свердловская обл.;2999;817;7;1;138;187
19.05.2020;Севастополь;143;83;2;0;4;8
19.05.2020;Северная Осетия;2242;1105;15;0;77;55
19.05.2020;Смоленская обл.;1297;395;11;0;51;25
19.05.2020;Ставропольский край;1600;562;31;3;70;36
19.05.2020;Тамбовская обл.;2069;574;4;0;85;30
19.05.2020;Татарстан;2400;1301;8;1;88;106
19.05.2020;Тверская обл.;1131;620;11;1;19;111
19.05.2020;Томская обл.;397;95;4;0;16;5
19.05.2020;Тульская обл.;2637;842;19;0;92;153
19.05.2020;Тыва;351;48;1;0;52;4
19.05.2020;Тюменская обл.;1227;462;7;0;46;14
19.05.2020;Удмуртия;452;253;12;0;11;20
19.05.2020;Ульяновская обл.;1462;370;5;0;96;90
19.05.2020;Хабаровский край;1325;577;9;0;52;4
19.05.2020;Хакасия;667;299;10;0;25;50
19.05.2020;ХМАО – Югра;1308;453;11;2;56;57
19.05.2020;Челябинская обл.;1755;593;9;3;96;29
19.05.2020;Чечня;986;612;11;1;20;30
19.05.2020;Чувашия;1863;559;8;0;76;0
19.05.2020;Чукотский АО;56;23;0;0;0;0
19.05.2020;Ямало-Ненецкий АО;1806;251;3;0;58;5
19.05.2020;Ярославская обл.;1938;333;12;0;109;28
20.05.2020;Адыгея;525;263;8;0;64;14
20.05.2020;Алтай;82;37;0;0;1;1
20.05.2020;Алтайский край;1054;555;6;2;40;26
20.05.2020;Амурская обл.;277;71;1;0;30;6
20.05.2020;Архангельская обл.;817;315;4;0;25;16
20.05.2020;Астраханская обл.;1154;546;7;0;55;54
20.05.2020;Башкортостан;2335;714;18;1;88;45
20.05.2020;Белгородская обл.;1428;443;12;1;67;48
20.05.2020;Брянская обл.;2515;1129;31;1;110;87
20.05.2020;Бурятия;1015;403;6;0;42;19
20.05.2020;Владимирская обл.;1986;267;15;0;66;0
20.05.2020;Волгоградская обл.;1831;590;13;0;84;71
20.05.2020;Вологодская обл.;502;204;3;0;25;8
20.05.2020;Воронежская обл.;1266;758;13;0;20;37
20.05.2020;Дагестан;3643;2266;36;4;90;263
20.05.2020;Еврейская АО;246;89;2;0;10;2
20.05.2020;Забайкальский край;615;268;7;1;20;14
20.05.2020;Ивановская обл.;1360;426;16;1;47;29
20.05.2020;Ингушетия;1605;607;35;0;44;208
20.05.2020;Иркутская обл.;746;169;6;2;48;9
20.05.2020;Кабардино-Балкария;1952;515;7;0;66;54
20.05.2020;Калининградская обл.;1042;459;11;0;32;36
20.05.2020;Калмыкия;744;262;10;2;23;4
20.05.2020;Калужская обл.;2750;664;20;1;118;51
20.05.2020;Камчатский край;536;143;2;0;21;9
20.05.2020;Карачаево-Черкессия;689;222;4;0;12;12
20.05.2020;Карелия;241;64;1;0;8;1
20.05.2020;Кемеровская обл.;342;126;7;0;9;8
20.05.2020;Кировская обл.;1064;647;5;0;44;56
20.05.2020;Коми;1019;446;18;0;12;21
20.05.2020;Костромская обл.;516;243;6;3;16;22
20.05.2020;Краснодарский край;2883;1540;26;0;91;179
20.05.2020;Красноярский край;2445;614;21;1;504;49
20.05.2020;Крым;298;122;2;0;4;9
20.05.2020;Курганская обл.;133;54;0;0;3;2
20.05.2020;Курская обл.;2177;661;7;0;82;55
20.05.2020;Ленинградская обл.;2208;803;8;0;75;75
20.05.2020;Липецкая обл.;1377;341;4;0;79;23
20.05.2020;Магаданская обл.;201;127;3;0;5;15
20.05.2020;Марий Эл;1322;959;8;0;37;49
20.05.2020;Мордовия;1477;463;9;0;34;29
20.05.2020;Москва;152306;36936;1726;75;2699;5440
20.05.2020;Московская обл.;30091;3897;285;14;903;283
20.05.2020;Мурманская обл.;2714;1425;7;1;30;85
20.05.2020;Ненецкий АО;58;7;0;0;1;0
20.05.2020;Нижегородская обл.;7209;1637;49;4;257;98
20.05.2020;Новгородская обл.;695;217;5;0;10;27
20.05.2020;Новосибирская обл.;1805;730;22;0;77;38
20.05.2020;Омская обл.;717;115;7;0;65;11
20.05.2020;Оренбургская обл.;1392;760;5;0;42;59
20.05.2020;Орловская обл.;1598;576;10;0;49;52
20.05.2020;Пензенская обл.;1317;944;12;0;72;83
20.05.2020;Пермский край;1178;600;13;0;53;0
20.05.2020;Приморский край;1446;487;14;0;44;28
20.05.2020;Псковская обл.;461;161;9;0;10;19
20.05.2020;Ростовская обл.;2784;989;33;2;139;115
20.05.2020;Рязанская обл.;2577;452;7;0;92;30
20.05.2020;Самарская обл.;1666;419;11;0;98;54
20.05.2020;Санкт-Петербург;11795;2480;99;4;455;208
20.05.2020;Саратовская обл.;2072;486;12;1;92;48
20.05.2020;Саха (Якутия);960;372;5;1;46;17
20.05.2020;Сахалинская обл.;57;29;0;0;1;0
20.05.2020;Свердловская обл.;3134;890;8;1;135;73
20.05.2020;Севастополь;147;101;2;0;4;18
20.05.2020;Северная Осетия;2314;1164;18;3;72;59
20.05.2020;Смоленская обл.;1357;410;12;1;60;15
20.05.2020;Ставропольский край;1659;598;32;1;59;36
20.05.2020;Тамбовская обл.;2154;635;5;1;85;61
20.05.2020;Татарстан;2475;1452;8;0;75;151
20.05.2020;Тверская обл.;1164;649;11;0;33;29
20.05.2020;Томская обл.;409;103;4;0;12;8
20.05.2020;Тульская обл.;2735;920;20;1;98;78
20.05.2020;Тыва;407;49;1;0;56;1
20.05.2020;Тюменская обл.;1267;488;7;0;40;26
20.05.2020;Удмуртия;458;270;12;0;6;17
20.05.2020;Ульяновская обл.;1526;372;6;1;64;2
20.05.2020;Хабаровский край;1380;617;9;0;55;40
20.05.2020;Хакасия;695;329;10;0;28;30
20.05.2020;ХМАО – Югра;1371;478;12;1;63;25
20.05.2020;Челябинская обл.;1829;644;10;1;74;51
20.05.2020;Чечня;1005;620;11;0;19;8
20.05.2020;Чувашия;1936;599;8;0;73;40
20.05.2020;Чукотский АО;56;23;0;0;0;0
20.05.2020;Ямало-Ненецкий АО;1838;281;5;2;32;30
20.05.2020;Ярославская обл.;2073;386;12;0;135;53
21.05.2020;Адыгея;561;274;8;0;36;11
21.05.2020;Алтай;88;37;0;0;6;0
21.05.2020;Алтайский край;1111;581;7;1;57;26
21.05.2020;Амурская обл.;294;75;1;0;17;4
21.05.2020;Архангельская обл.;858;349;4;0;41;34
21.05.2020;Астраханская обл.;1202;565;7;0;48;19
21.05.2020;Башкортостан;2424;763;18;0;89;49
21.05.2020;Белгородская обл.;1499;464;12;0;71;21
21.05.2020;Брянская обл.;2632;1211;31;0;117;82
21.05.2020;Бурятия;1042;436;6;0;27;33
21.05.2020;Владимирская обл.;2043;277;15;0;57;10
21.05.2020;Волгоградская обл.;1913;626;13;0;82;36
21.05.2020;Вологодская обл.;528;222;3;0;26;18
21.05.2020;Воронежская обл.;1307;837;13;0;41;79
21.05.2020;Дагестан;3746;2489;41;5;103;223
21.05.2020;Еврейская АО;261;90;2;0;15;1
21.05.2020;Забайкальский край;646;301;7;0;31;33
21.05.2020;Ивановская обл.;1415;444;16;0;55;18
21.05.2020;Ингушетия;1648;675;36;1;43;68
21.05.2020;Иркутская обл.;780;178;6;0;34;9
21.05.2020;Кабардино-Балкария;2020;524;8;1;68;9
21.05.2020;Калининградская обл.;1076;465;14;3;34;6
21.05.2020;Калмыкия;776;283;10;0;32;21
21.05.2020;Калужская обл.;2871;722;21;1;121;58
21.05.2020;Камчатский край;554;153;2;0;18;10
21.05.2020;Карачаево-Черкессия;701;222;4;0;12;0
21.05.2020;Карелия;260;66;1;0;19;2
21.05.2020;Кемеровская обл.;365;127;7;0;23;1
21.05.2020;Кировская обл.;1091;687;6;1;27;40
21.05.2020;Коми;1032;484;19;1;13;38
21.05.2020;Костромская обл.;527;255;7;1;11;12
21.05.2020;Краснодарский край;2974;1644;26;0;91;104
21.05.2020;Красноярский край;2821;634;22;1;376;20
21.05.2020;Крым;299;126;2;0;1;4
21.05.2020;Курганская обл.;150;58;0;0;17;4
21.05.2020;Курская обл.;2258;738;7;0;81;77
21.05.2020;Ленинградская обл.;2269;845;8;0;61;42
21.05.2020;Липецкая обл.;1439;382;4;0;62;41
21.05.2020;Магаданская обл.;206;131;3;0;5;4
21.05.2020;Марий Эл;1360;989;8;0;38;30
21.05.2020;Мордовия;1512;478;9;0;35;15
21.05.2020;Москва;155219;40682;1794;68;2913;3746
21.05.2020;Московская обл.;30983;4281;299;14;892;384
21.05.2020;Мурманская обл.;2781;1496;7;0;67;71
21.05.2020;Ненецкий АО;59;7;0;0;1;0
21.05.2020;Нижегородская обл.;7413;1756;53;4;204;119
21.05.2020;Новгородская обл.;727;238;5;0;32;21
21.05.2020;Новосибирская обл.;1881;773;23;1;76;43
21.05.2020;Омская обл.;764;120;7;0;47;5
21.05.2020;Оренбургская обл.;1437;787;5;0;45;27
21.05.2020;Орловская обл.;1647;654;10;0;49;78
21.05.2020;Пензенская обл.;1400;1002;13;1;83;58
21.05.2020;Пермский край;1226;619;13;0;48;19
21.05.2020;Приморский край;1495;514;14;0;49;27
21.05.2020;Псковская обл.;494;172;9;0;33;11
21.05.2020;Ростовская обл.;2926;1071;33;0;142;82
21.05.2020;Рязанская обл.;2673;481;7;0;96;29
21.05.2020;Самарская обл.;1740;485;13;2;74;66
21.05.2020;Санкт-Петербург;12203;2661;104;5;408;181
21.05.2020;Саратовская обл.;2139;568;15;3;67;82
21.05.2020;Саха (Якутия);997;449;6;1;37;77
21.05.2020;Сахалинская обл.;59;33;0;0;2;4
21.05.2020;Свердловская обл.;3308;976;10;2;174;86
21.05.2020;Севастополь;148;105;2;0;1;4
21.05.2020;Северная Осетия;2387;1205;22;4;73;41
21.05.2020;Смоленская обл.;1418;464;13;1;61;54
21.05.2020;Ставропольский край;1728;638;34;2;69;40
21.05.2020;Тамбовская обл.;2238;682;5;0;84;47
21.05.2020;Татарстан;2546;1452;8;0;71;0
21.05.2020;Тверская обл.;1203;733;11;0;39;84
21.05.2020;Томская обл.;429;109;4;0;20;6
21.05.2020;Тульская обл.;2824;1026;20;0;89;106
21.05.2020;Тыва;451;50;1;0;44;1
21.05.2020;Тюменская обл.;1278;551;7;0;11;63
21.05.2020;Удмуртия;463;296;12;0;5;26
21.05.2020;Ульяновская обл.;1596;403;6;0;70;31
21.05.2020;Хабаровский край;1444;641;9;0;64;24
21.05.2020;Хакасия;724;366;10;0;29;37
21.05.2020;ХМАО – Югра;1430;502;12;0;59;24
21.05.2020;Челябинская обл.;1913;694;11;1;84;50
21.05.2020;Чечня;1026;635;11;0;21;15
21.05.2020;Чувашия;2014;629;9;1;78;30
21.05.2020;Чукотский АО;56;24;0;0;0;1
21.05.2020;Ямало-Ненецкий АО;1902;324;5;0;64;43
21.05.2020;Ярославская обл.;2206;420;13;1;133;34
22.05.2020;Адыгея;591;290;8;0;30;16
22.05.2020;Алтай;92;41;0;0;4;4
22.05.2020;Алтайский край;1185;599;7;0;74;18
22.05.2020;Амурская обл.;317;84;1;0;23;9
22.05.2020;Архангельская обл.;888;383;4;0;30;34
22.05.2020;Астраханская обл.;1247;622;8;1;45;57
22.05.2020;Башкортостан;2514;792;18;0;90;29
22.05.2020;Белгородская обл.;1581;520;12;0;82;56
22.05.2020;Брянская обл.;2737;1289;31;0;105;78
22.05.2020;Бурятия;1090;474;6;0;48;38
22.05.2020;Владимирская обл.;2120;284;15;0;77;7
22.05.2020;Волгоградская обл.;2002;640;13;0;89;14
22.05.2020;Вологодская обл.;562;231;3;0;34;9
22.05.2020;Воронежская обл.;1362;918;13;0;55;81
22.05.2020;Дагестан;3855;2882;65;24;109;393
22.05.2020;Еврейская АО;262;97;2;0;1;7
22.05.2020;Забайкальский край;684;341;10;3;38;40
22.05.2020;Ивановская обл.;1463;478;16;0;48;34
22.05.2020;Ингушетия;1692;728;38;2;44;53
22.05.2020;Иркутская обл.;863;189;8;2;83;11
22.05.2020;Кабардино-Балкария;2091;536;8;0;71;12
22.05.2020;Калининградская обл.;1117;471;17;3;41;6
22.05.2020;Калмыкия;810;322;11;1;34;39
22.05.2020;Калужская обл.;2998;775;21;0;127;53
22.05.2020;Камчатский край;572;159;2;0;18;6
22.05.2020;Карачаево-Черкессия;712;234;4;0;11;12
22.05.2020;Карелия;268;71;1;0;8;5
22.05.2020;Кемеровская обл.;377;128;7;0;12;1
22.05.2020;Кировская обл.;1161;712;6;0;70;25
22.05.2020;Коми;1067;513;19;0;35;29
22.05.2020;Костромская обл.;540;265;8;1;13;10
22.05.2020;Краснодарский край;3066;1764;26;0;92;120
22.05.2020;Красноярский край;2971;659;25;3;150;25
22.05.2020;Крым;314;130;3;1;15;4
22.05.2020;Курганская обл.;169;60;0;0;19;2
22.05.2020;Курская обл.;2339;804;8;1;81;66
22.05.2020;Ленинградская обл.;2323;898;8;0;54;53
22.05.2020;Липецкая обл.;1503;443;4;0;64;61
22.05.2020;Магаданская обл.;209;134;3;0;3;3
22.05.2020;Марий Эл;1397;1023;8;0;37;34
22.05.2020;Мордовия;1548;493;11;2;36;15
22.05.2020;Москва;158207;43582;1867;73;2988;2900
22.05.2020;Московская обл.;31807;4699;312;13;824;418
22.05.2020;Мурманская обл.;2834;1595;7;0;53;99
22.05.2020;Ненецкий АО;60;7;0;0;1;0
22.05.2020;Нижегородская обл.;7615;2006;57;4;202;250
22.05.2020;Новгородская обл.;749;250;5;0;22;12
22.05.2020;Новосибирская обл.;1960;826;25;2;79;53
22.05.2020;Омская обл.;838;131;7;0;74;11
22.05.2020;Оренбургская обл.;1482;849;5;0;45;62
22.05.2020;Орловская обл.;1679;717;10;0;32;63
22.05.2020;Пензенская обл.;1510;1076;13;0;110;74
22.05.2020;Пермский край;1277;677;13;0;51;58
22.05.2020;Приморский край;1542;551;14;0;47;37
22.05.2020;Псковская обл.;513;183;9;0;19;11
22.05.2020;Ростовская обл.;3064;1111;34;1;138;40
22.05.2020;Рязанская обл.;2767;504;7;0;94;23
22.05.2020;Самарская обл.;1814;539;14;1;74;54
22.05.2020;Санкт-Петербург;12592;2859;107;3;389;198
22.05.2020;Саратовская обл.;2223;639;16;1;84;71
22.05.2020;Саха (Якутия);1077;496;6;0;80;47
22.05.2020;Сахалинская обл.;63;35;0;0;4;2
22.05.2020;Свердловская обл.;3443;1063;12;2;135;87
22.05.2020;Севастополь;149;105;2;0;1;0
22.05.2020;Северная Осетия;2456;1371;22;0;69;166
22.05.2020;Смоленская обл.;1471;519;13;0;53;55
22.05.2020;Ставропольский край;1781;690;36;2;53;52
22.05.2020;Тамбовская обл.;2321;761;5;0;83;79
22.05.2020;Татарстан;2621;1698;8;0;75;246
22.05.2020;Тверская обл.;1242;756;14;3;39;23
22.05.2020;Томская обл.;450;119;4;0;21;10
22.05.2020;Тульская обл.;2915;1104;20;0;91;78
22.05.2020;Тыва;530;56;1;0;79;6
22.05.2020;Тюменская обл.;1331;570;7;0;53;19
22.05.2020;Удмуртия;477;307;12;0;14;11
22.05.2020;Ульяновская обл.;1666;436;6;0;70;33
22.05.2020;Хабаровский край;1509;655;9;0;65;14
22.05.2020;Хакасия;747;394;10;0;23;28
22.05.2020;ХМАО – Югра;1510;520;13;1;80;18
22.05.2020;Челябинская обл.;1993;725;11;0;80;31
22.05.2020;Чечня;1046;643;11;0;20;8
22.05.2020;Чувашия;2104;659;9;0;90;30
22.05.2020;Чукотский АО;56;24;0;0;0;0
22.05.2020;Ямало-Ненецкий АО;1989;398;5;0;87;74
22.05.2020;Ярославская обл.;2309;444;13;0;103;24
23.05.2020;Адыгея;622;290;9;1;31;0
23.05.2020;Алтай;92;46;0;0;0;5
23.05.2020;Алтайский край;1254;620;7;0;69;21
23.05.2020;Амурская обл.;340;95;1;0;23;11
23.05.2020;Архангельская обл.;925;407;4;0;37;24
23.05.2020;Астраханская обл.;1298;646;8;0;51;24
23.05.2020;Башкортостан;2602;793;18;0;88;1
23.05.2020;Белгородская обл.;1654;583;12;0;73;63
23.05.2020;Брянская обл.;2840;1416;31;0;103;127
23.05.2020;Бурятия;1124;514;6;0;34;40
23.05.2020;Владимирская обл.;2194;311;16;1;74;27
23.05.2020;Волгоградская обл.;2109;691;14;1;107;51
23.05.2020;Вологодская обл.;603;244;4;1;41;13
23.05.2020;Воронежская обл.;1419;982;14;1;57;64
23.05.2020;Дагестан;3982;3002;70;5;127;120
23.05.2020;Еврейская АО;263;113;2;0;1;16
23.05.2020;Забайкальский край;727;371;12;2;43;30
23.05.2020;Ивановская обл.;1505;509;17;1;42;31
23.05.2020;Ингушетия;1734;779;38;0;42;51
23.05.2020;Иркутская обл.;958;207;9;1;95;18
23.05.2020;Кабардино-Балкария;2171;560;8;0;80;24
23.05.2020;Калининградская обл.;1158;530;18;1;41;59
23.05.2020;Калмыкия;856;344;11;0;46;22
23.05.2020;Калужская обл.;3123;854;23;2;125;79
23.05.2020;Камчатский край;595;171;2;0;23;12
23.05.2020;Карачаево-Черкессия;732;243;4;0;20;9
23.05.2020;Карелия;284;75;1;0;16;4
23.05.2020;Кемеровская обл.;391;142;7;0;14;14
23.05.2020;Кировская обл.;1191;744;7;1;30;32
23.05.2020;Коми;1105;541;19;0;38;28
23.05.2020;Костромская обл.;560;289;8;0;20;24
23.05.2020;Краснодарский край;3155;1859;27;1;89;95
23.05.2020;Красноярский край;3119;697;28;3;148;38
23.05.2020;Крым;324;152;3;0;10;22
23.05.2020;Курганская обл.;177;68;0;0;8;8
23.05.2020;Курская обл.;2422;874;8;0;83;70
23.05.2020;Ленинградская обл.;2380;973;8;0;57;75
23.05.2020;Липецкая обл.;1568;463;4;0;65;20
23.05.2020;Магаданская обл.;218;140;3;0;9;6
23.05.2020;Марий Эл;1438;1069;8;0;41;46
23.05.2020;Мордовия;1580;531;12;1;32;38
23.05.2020;Москва;161397;47413;1934;67;3190;3831
23.05.2020;Московская обл.;32653;5163;324;12;846;464
23.05.2020;Мурманская обл.;2868;1617;7;0;34;22
23.05.2020;Ненецкий АО;62;10;0;0;2;3
23.05.2020;Нижегородская обл.;7826;2257;60;3;211;251
23.05.2020;Новгородская обл.;784;261;5;0;35;11
23.05.2020;Новосибирская обл.;2043;882;27;2;83;56
23.05.2020;Омская обл.;925;192;16;9;87;61
23.05.2020;Оренбургская обл.;1524;880;5;0;42;31
23.05.2020;Орловская обл.;1740;804;10;0;61;87
23.05.2020;Пензенская обл.;1612;1146;13;0;102;70
23.05.2020;Пермский край;1324;706;14;1;47;29
23.05.2020;Приморский край;1595;584;15;1;53;33
23.05.2020;Псковская обл.;543;201;9;0;30;18
23.05.2020;Ростовская обл.;3417;1200;34;0;353;89
23.05.2020;Рязанская обл.;2865;548;7;0;98;44
23.05.2020;Самарская обл.;1900;578;15;1;86;39
23.05.2020;Санкт-Петербург;12955;3124;113;6;363;265
23.05.2020;Саратовская обл.;2321;699;18;2;98;60
23.05.2020;Саха (Якутия);1177;541;6;0;100;45
23.05.2020;Сахалинская обл.;66;36;0;0;3;1
23.05.2020;Свердловская обл.;3614;1207;14;2;171;144
23.05.2020;Севастополь;154;113;2;0;5;8
23.05.2020;Северная Осетия;2523;1416;23;1;67;45
23.05.2020;Смоленская обл.;1536;541;13;0;65;22
23.05.2020;Ставропольский край;1855;711;38;2;74;21
23.05.2020;Тамбовская обл.;2400;794;5;0;79;33
23.05.2020;Татарстан;2697;1825;9;1;76;127
23.05.2020;Тверская обл.;1273;848;15;1;31;92
23.05.2020;Томская обл.;479;122;4;0;29;3
23.05.2020;Тульская обл.;3005;1189;20;0;90;85
23.05.2020;Тыва;576;57;1;0;46;1
23.05.2020;Тюменская обл.;1366;591;7;0;35;21
23.05.2020;Удмуртия;492;323;12;0;15;16
23.05.2020;Ульяновская обл.;1764;462;6;0;98;26
23.05.2020;Хабаровский край;1572;678;10;1;63;23
23.05.2020;Хакасия;778;426;10;0;31;32
23.05.2020;ХМАО – Югра;1568;545;15;2;58;25
23.05.2020;Челябинская обл.;2073;754;11;0;80;29
23.05.2020;Чечня;1066;659;12;1;20;16
23.05.2020;Чувашия;2195;686;9;0;91;27
23.05.2020;Чукотский АО;58;30;1;1;2;6
23.05.2020;Ямало-Ненецкий АО;2025;686;5;0;36;288
23.05.2020;Ярославская обл.;2424;493;13;0;115;49
24.05.2020;Адыгея;671;295;9;0;49;5
24.05.2020;Алтай;95;47;0;0;3;1
24.05.2020;Алтайский край;1325;636;7;0;71;16
24.05.2020;Амурская обл.;355;95;5;4;15;0
24.05.2020;Архангельская обл.;1020;426;4;0;95;19
24.05.2020;Астраханская обл.;1348;664;10;2;50;18
24.05.2020;Башкортостан;2683;832;18;0;81;39
24.05.2020;Белгородская обл.;1736;588;13;1;82;5
24.05.2020;Брянская обл.;2951;1474;31;0;111;58
24.05.2020;Бурятия;1143;558;7;1;19;44
24.05.2020;Владимирская обл.;2253;320;16;0;59;9
24.05.2020;Волгоградская обл.;2207;698;15;1;98;7
24.05.2020;Вологодская обл.;643;251;4;0;40;7
24.05.2020;Воронежская обл.;1463;1010;14;0;44;28
24.05.2020;Дагестан;4095;3267;84;14;113;265
24.05.2020;Еврейская АО;266;150;2;0;3;37
24.05.2020;Забайкальский край;758;381;12;0;31;10
24.05.2020;Ивановская обл.;1566;514;17;0;61;5
24.05.2020;Ингушетия;1778;779;38;0;44;0
24.05.2020;Иркутская обл.;1078;225;9;0;120;18
24.05.2020;Кабардино-Балкария;2251;567;8;0;80;7
24.05.2020;Калининградская обл.;1201;534;18;0;43;4
24.05.2020;Калмыкия;879;350;11;0;23;6
24.05.2020;Калужская обл.;3246;884;26;3;123;30
24.05.2020;Камчатский край;627;244;6;4;32;73
24.05.2020;Карачаево-Черкессия;757;243;4;0;25;0
24.05.2020;Карелия;300;97;1;0;16;22
24.05.2020;Кемеровская обл.;406;148;7;0;15;6
24.05.2020;Кировская обл.;1259;762;8;1;68;18
24.05.2020;Коми;1129;556;19;0;24;15
24.05.2020;Костромская обл.;567;294;8;0;7;5
24.05.2020;Краснодарский край;3247;1900;27;0;92;41
24.05.2020;Красноярский край;3265;708;28;0;146;11
24.05.2020;Крым;326;153;3;0;2;1
24.05.2020;Курганская обл.;179;72;0;0;2;4
24.05.2020;Курская обл.;2507;904;8;0;85;30
24.05.2020;Ленинградская обл.;2437;1011;8;0;57;38
24.05.2020;Липецкая обл.;1633;534;5;1;65;71
24.05.2020;Магаданская обл.;223;143;3;0;5;3
24.05.2020;Марий Эл;1479;1076;9;1;41;7
24.05.2020;Мордовия;1612;542;12;0;32;11
24.05.2020;Москва;163913;49840;1993;59;2516;2427
24.05.2020;Московская обл.;33515;5520;329;5;862;357
24.05.2020;Мурманская обл.;2900;1627;7;0;32;10
24.05.2020;Ненецкий АО;62;10;0;0;0;0
24.05.2020;Нижегородская обл.;8047;2398;65;5;221;141
24.05.2020;Новгородская обл.;844;268;5;0;60;7
24.05.2020;Новосибирская обл.;2124;891;29;2;81;9
24.05.2020;Омская обл.;985;228;18;2;60;36
24.05.2020;Оренбургская обл.;1566;927;5;0;42;47
24.05.2020;Орловская обл.;1808;841;12;2;68;37
24.05.2020;Пензенская обл.;1709;1239;13;0;97;93
24.05.2020;Пермский край;1367;756;14;0;43;50
24.05.2020;Приморский край;1646;610;15;0;51;26
24.05.2020;Псковская обл.;566;201;9;0;23;0
24.05.2020;Ростовская обл.;3569;1251;34;0;152;51
24.05.2020;Рязанская обл.;2953;566;7;0;88;18
24.05.2020;Самарская обл.;2021;636;16;1;121;58
24.05.2020;Санкт-Петербург;13339;3452;133;20;384;328
24.05.2020;Саратовская обл.;2418;761;20;2;97;62
24.05.2020;Саха (Якутия);1276;577;7;1;99;36
24.05.2020;Сахалинская обл.;68;36;0;0;2;0
24.05.2020;Свердловская обл.;3704;1226;16;2;90;19
24.05.2020;Севастополь;155;114;2;0;1;1
24.05.2020;Северная Осетия;2585;1498;27;4;62;82
24.05.2020;Смоленская обл.;1603;563;15;2;67;22
24.05.2020;Ставропольский край;1932;718;38;0;77;7
24.05.2020;Тамбовская обл.;2475;838;6;1;75;44
24.05.2020;Татарстан;2787;1907;9;0;90;82
24.05.2020;Тверская обл.;1310;848;17;2;37;0
24.05.2020;Томская обл.;507;166;9;5;28;44
24.05.2020;Тульская обл.;3102;1200;20;0;97;11
24.05.2020;Тыва;628;57;1;0;52;0
24.05.2020;Тюменская обл.;1411;625;7;0;45;34
24.05.2020;Удмуртия;510;324;12;0;18;1
24.05.2020;Ульяновская обл.;1861;498;6;0;97;36
24.05.2020;Хабаровский край;1633;691;10;0;61;13
24.05.2020;Хакасия;789;429;10;0;11;3
24.05.2020;ХМАО – Югра;1670;579;17;2;102;34
24.05.2020;Челябинская обл.;2135;819;12;1;62;65
24.05.2020;Чечня;1090;660;12;0;24;1
24.05.2020;Чувашия;2290;717;10;1;95;31
24.05.2020;Чукотский АО;59;32;1;0;1;2
24.05.2020;Ямало-Ненецкий АО;2054;720;6;1;29;34
24.05.2020;Ярославская обл.;2531;503;13;0;107;10
25.05.2020;Адыгея;696;295;9;0;25;0
25.05.2020;Алтай;102;49;0;0;7;2
25.05.2020;Алтайский край;1406;636;7;0;81;0
25.05.2020;Амурская обл.;385;95;5;0;30;0
25.05.2020;Архангельская обл.;1146;427;4;0;126;1
25.05.2020;Астраханская обл.;1501;683;11;1;153;19
25.05.2020;Башкортостан;2772;882;18;0;89;50
25.05.2020;Белгородская обл.;1825;602;15;2;89;14
25.05.2020;Брянская обл.;3057;1581;31;0;106;107
25.05.2020;Бурятия;1209;569;7;0;66;11
25.05.2020;Владимирская обл.;2322;350;16;0;69;30
25.05.2020;Волгоградская обл.;2296;701;15;0;89;3
25.05.2020;Вологодская обл.;665;261;4;0;22;10
25.05.2020;Воронежская обл.;1518;1026;14;0;55;16
25.05.2020;Дагестан;4205;3353;97;13;110;86
25.05.2020;Еврейская АО;267;150;2;0;1;0
25.05.2020;Забайкальский край;817;385;12;0;59;4
25.05.2020;Ивановская обл.;1602;516;17;0;36;2
25.05.2020;Ингушетия;1823;780;41;3;45;1
25.05.2020;Иркутская обл.;1194;238;9;0;116;13
25.05.2020;Кабардино-Балкария;2334;588;8;0;83;21
25.05.2020;Калининградская обл.;1244;534;18;0;43;0
25.05.2020;Калмыкия;903;354;11;0;24;4
25.05.2020;Калужская обл.;3354;888;26;0;108;4
25.05.2020;Камчатский край;658;244;6;0;31;0
25.05.2020;Карачаево-Черкессия;783;255;4;0;26;12
25.05.2020;Карелия;316;121;1;0;16;24
25.05.2020;Кемеровская обл.;418;148;7;0;12;0
25.05.2020;Кировская обл.;1323;790;8;0;64;28
25.05.2020;Коми;1135;568;19;0;6;12
25.05.2020;Костромская обл.;580;294;8;0;13;0
25.05.2020;Краснодарский край;3337;1973;28;1;90;73
25.05.2020;Красноярский край;3410;710;28;0;145;2
25.05.2020;Крым;340;153;3;0;14;0
25.05.2020;Курганская обл.;183;79;0;0;4;7
25.05.2020;Курская обл.;2581;919;8;0;74;15
25.05.2020;Ленинградская обл.;2495;1026;9;1;58;15
25.05.2020;Липецкая обл.;1696;539;5;0;63;5
25.05.2020;Магаданская обл.;223;146;3;0;0;3
25.05.2020;Марий Эл;1518;1079;10;1;39;3
25.05.2020;Мордовия;1646;542;12;0;34;0
25.05.2020;Москва;166473;53586;2034;41;2560;3746
25.05.2020;Московская обл.;34346;5908;340;11;831;388
25.05.2020;Мурманская обл.;2936;1631;7;0;36;4
25.05.2020;Ненецкий АО;62;10;0;0;0;0
25.05.2020;Нижегородская обл.;8276;2470;65;0;229;72
25.05.2020;Новгородская обл.;914;279;5;0;70;11
25.05.2020;Новосибирская обл.;2213;891;29;0;89;0
